AKPAR,ValidationType,AddressLine1,AddressLine2,StreetNumberFrom,StreetNumberTo,City,State,ZipCode
195563,E,2542 SHAGGY BARK CT,,,,BELMONT,NC,28012
195564,E,2536 SHAGGY BARK CT,,,,BELMONT,NC,28012
195565,E,2530 SHAGGY BARK CT,,,,BELMONT,NC,28012
195566,E,2524 SHAGGY BARK CT,,,,BELMONT,NC,28012
195567,E,2516 SHAGGY BARK CT,,,,BELMONT,NC,28012
195568,E,2508 SHAGGY BARK CT,,,,BELMONT,NC,28012
195569,E,2403 CIMARRON BLVD,,,,BELMONT,NC,28012
195570,E,2405 CIMARRON BLVD,,,,BELMONT,NC,28012
195571,E,2407 CIMARRON BLVD,,,,BELMONT,NC,28012
195572,E,2711 GREENMONT CIR,,,,BELMONT,NC,28012
195573,E,2404 CIMARRON BLVD,,,,BELMONT,NC,28012
195574,E,2402 CIMARRON BLVD,,,,BELMONT,NC,28012
195575,E,1925 CHESTERFIELD DR,,,,BELMONT,NC,28012
195576,E,1917 CHESTERFIELD DR,,,,BELMONT,NC,28012
195577,E,1911 CHESTERFIELD DR,,,,BELMONT,NC,28012
195578,E,2111 FERNCLIFF LN,,,,BELMONT,NC,28012
195579,E,2121 FERNCLIFF LN,,,,BELMONT,NC,28012
195580,E,2701 GREENMONT CIR,,,,BELMONT,NC,28012
195581,E,2705 GREENMONT CIR,,,,BELMONT,NC,28012
195582,E,2140 FERNCLIFF LN,,,,BELMONT,NC,28012
195583,E,2130 FERNCLIFF LN,,,,BELMONT,NC,28012
195584,E,2120 FERNCLIFF LN,,,,BELMONT,NC,28012
195585,E,2110 FERNCLIFF LN,,,,BELMONT,NC,28012
195586,E,1819 CHESTERFIELD DR,,,,BELMONT,NC,28012
195587,E,1813 CHESTERFIELD DR,,,,BELMONT,NC,28012
195588,E,1807 CHESTERFIELD DR,,,,BELMONT,NC,28012
195589,E,1801 CHESTERFIELD DR,,,,BELMONT,NC,28012
195590,E,2005 SILVERTIP CT,,,,BELMONT,NC,28012
195591,E,2009 SILVERTIP CT,,,,BELMONT,NC,28012
195592,E,2013 SILVERTIP CT,,,,BELMONT,NC,28012
195593,E,2017 SILVERTIP CT,,,,BELMONT,NC,28012
195594,E,2016 SILVERTIP CT,,,,BELMONT,NC,28012
195595,E,2012 SILVERTIP CT,,,,BELMONT,NC,28012
195596,E,2008 SILVERTIP CT,,,,BELMONT,NC,28012
195597,E,2004 SILVERTIP CT,,,,BELMONT,NC,28012
195598,E,1717 CHESTERFIELD DR,,,,BELMONT,NC,28012
195599,E,1713 CHESTERFIELD DR,,,,BELMONT,NC,28012
195600,E,1709 CHESTERFIELD DR,,,,BELMONT,NC,28012
195601,E,3418 SHADY COVE CT,,,,BELMONT,NC,28012
195602,E,3412 SHADY COVE CT,,,,BELMONT,NC,28012
195603,E,3424 SHADY COVE CT,,,,BELMONT,NC,28012
195604,E,3436 SHADY COVE CT,,,,BELMONT,NC,28012
195605,E,3448 SHADY COVE CT,,,,BELMONT,NC,28012
195606,E,3460 SHADY COVE CT,,,,BELMONT,NC,28012
195607,E,3472 SHADY COVE CT,,,,BELMONT,NC,28012
195608,E,3484 SHADY COVE CT,,,,BELMONT,NC,28012
195609,E,3496 SHADY COVE CT,,,,BELMONT,NC,28012
195610,E,3495 SHADY COVE CT,,,,BELMONT,NC,28012
195611,E,3483 SHADY COVE CT,,,,BELMONT,NC,28012
195612,E,3471 SHADY COVE CT,,,,BELMONT,NC,28012
195613,E,3459 SHADY COVE CT,,,,BELMONT,NC,28012
195614,E,3447 SHADY COVE CT,,,,BELMONT,NC,28012
195615,E,3435 SHADY COVE CT,,,,BELMONT,NC,28012
195616,E,3423 SHADY COVE CT,,,,BELMONT,NC,28012
195617,E,3411 SHADY COVE CT,,,,BELMONT,NC,28012
195618,E,2700 GREENMONT CIR,,,,BELMONT,NC,28012
195619,E,2706 GREENMONT CIR,,,,BELMONT,NC,28012
195620,E,2712 GREENMONT CIR,,,,BELMONT,NC,28012
195621,E,3304 HAWTHORNE LN,,,,BELMONT,NC,28012
195622,E,3308 HAWTHORNE LN,,,,BELMONT,NC,28012
195623,E,3312 HAWTHORNE LN,,,,BELMONT,NC,28012
195624,E,3316 HAWTHORNE LN,,,,BELMONT,NC,28012
195625,E,3320 HAWTHORNE LN,,,,BELMONT,NC,28012
195626,E,3324 HAWTHORNE LN,,,,BELMONT,NC,28012
195627,E,3328 HAWTHORNE LN,,,,BELMONT,NC,28012
195628,E,3332 HAWTHORNE LN,,,,BELMONT,NC,28012
195629,E,3336 HAWTHORNE LN,,,,BELMONT,NC,28012
195630,E,3340 HAWTHORNE LN,,,,BELMONT,NC,28012
195631,E,3341 HAWTHORNE LN,,,,BELMONT,NC,28012
195632,E,3337 HAWTHORNE LN,,,,BELMONT,NC,28012
195635,E,3325 HAWTHORNE LN,,,,BELMONT,NC,28012
195637,E,3317 HAWTHORNE LN,,,,BELMONT,NC,28012
195638,E,3313 HAWTHORNE LN,,,,BELMONT,NC,28012
195639,E,3309 HAWTHORNE LN,,,,BELMONT,NC,28012
195640,E,3305 HAWTHORNE LN,,,,BELMONT,NC,28012
195641,E,3301 HAWTHORNE LN,,,,BELMONT,NC,28012
195642,E,3200 GRANGE CT,,,,BELMONT,NC,28012
195643,E,3202 GRANGE CT,,,,BELMONT,NC,28012
195644,E,3204 GRANGE CT,,,,BELMONT,NC,28012
195645,E,3206 GRANGE CT,,,,BELMONT,NC,28012
195648,E,3210 GRANGE CT,,,,BELMONT,NC,28012
195649,E,3214 GRANGE CT,,,,BELMONT,NC,28012
195650,E,3216 GRANGE CT,,,,BELMONT,NC,28012
195651,E,3218 GRANGE CT,,,,BELMONT,NC,28012
195652,E,3220 GRANGE CT,,,,BELMONT,NC,28012
195653,E,3222 GRANGE CT,,,,BELMONT,NC,28012
195654,E,3224 GRANGE CT,,,,BELMONT,NC,28012
195655,E,3226 GRANGE CT,,,,BELMONT,NC,28012
195656,E,3228 GRANGE CT,,,,BELMONT,NC,28012
195657,E,3230 GRANGE CT,,,,BELMONT,NC,28012
195658,E,3232 GRANGE CT,,,,BELMONT,NC,28012
195661,E,3227 GRANGE CT,,,,BELMONT,NC,28012
195662,E,3225 GRANGE CT,,,,BELMONT,NC,28012
195663,E,3223 GRANGE CT,,,,BELMONT,NC,28012
195664,E,3221 GRANGE CT,,,,BELMONT,NC,28012
195665,E,3219 GRANGE CT,,,,BELMONT,NC,28012
195666,E,3217 GRANGE CT,,,,BELMONT,NC,28012
195667,E,3215 GRANGE CT,,,,BELMONT,NC,28012
195668,E,3213 GRANGE CT,,,,BELMONT,NC,28012
195669,E,3211 GRANGE CT,,,,BELMONT,NC,28012
195670,E,3209 GRANGE CT,,,,BELMONT,NC,28012
195671,E,3207 GRANGE CT,,,,BELMONT,NC,28012
195672,E,3201 GRANGE CT,,,,BELMONT,NC,28012
195673,E,3100 GREYSTOKE CT,,,,BELMONT,NC,28012
195674,E,3110 GREYSTOKE CT,,,,BELMONT,NC,28012
195675,E,3120 GREYSTOKE CT,,,,BELMONT,NC,28012
195676,E,3130 GREYSTOKE CT,,,,BELMONT,NC,28012
195677,E,3140 GREYSTOKE CT,,,,BELMONT,NC,28012
195678,E,3150 GREYSTOKE CT,,,,BELMONT,NC,28012
195679,E,3160 GREYSTOKE CT,,,,BELMONT,NC,28012
195680,E,3170 GREYSTOKE CT,,,,BELMONT,NC,28012
195681,E,3180 GREYSTOKE CT,,,,BELMONT,NC,28012
195682,E,3191 GREYSTOKE CT,,,,BELMONT,NC,28012
195683,E,3189 GREYSTOKE CT,,,,BELMONT,NC,28012
195684,E,3179 GREYSTOKE CT,,,,BELMONT,NC,28012
195685,E,3169 GREYSTOKE CT,,,,BELMONT,NC,28012
195686,E,3159 GREYSTOKE CT,,,,BELMONT,NC,28012
195687,E,3149 GREYSTOKE CT,,,,BELMONT,NC,28012
195688,E,3139 GREYSTOKE CT,,,,BELMONT,NC,28012
195689,E,3129 GREYSTOKE CT,,,,BELMONT,NC,28012
195690,E,3119 GREYSTOKE CT,,,,BELMONT,NC,28012
195691,E,3109 GREYSTOKE CT,,,,BELMONT,NC,28012
195692,E,3105 GREYSTOKE CT,,,,BELMONT,NC,28012
195693,E,3101 GREYSTOKE CT,,,,BELMONT,NC,28012
195694,E,3005 GREENMONT CIR,,,,BELMONT,NC,28012
195695,E,3003 GREENMONT CIR,,,,BELMONT,NC,28012
195696,E,3001 GREENMONT CIR,,,,BELMONT,NC,28012
195697,E,2919 GREENMONT CIR,,,,BELMONT,NC,28012
195698,E,2913 GREENMONT CIR,,,,BELMONT,NC,28012
195699,E,2907 GREENMONT CIR,,,,BELMONT,NC,28012
195700,E,2901 GREENMONT CIR,,,,BELMONT,NC,28012
195701,E,2811 GREENMONT CIR,,,,BELMONT,NC,28012
195702,E,1705 CHESTERFIELD DR,,,,BELMONT,NC,28012
195703,E,2553 SHAGGY BARK CT,,,,BELMONT,NC,28012
195704,E,3007 GREENMONT CIR,,,,BELMONT,NC,28012
195705,E,3009 GREENMONT CIR,,,,BELMONT,NC,28012
195706,E,3011 GREENMONT CIR,,,,BELMONT,NC,28012
195707,E,3013 GREENMONT CIR,,,,BELMONT,NC,28012
195708,E,3015 GREENMONT CIR,,,,BELMONT,NC,28012
195709,E,3017 GREENMONT CIR,,,,BELMONT,NC,28012
195710,E,3019 GREENMONT CIR,,,,BELMONT,NC,28012
195711,E,3021 GREENMONT CIR,,,,BELMONT,NC,28012
195712,E,3023 GREENMONT CIR,,,,BELMONT,NC,28012
195713,E,3025 GREENMONT CIR,,,,BELMONT,NC,28012
195714,E,3027 GREENMONT CIR,,,,BELMONT,NC,28012
195715,E,3029 GREENMONT CIR,,,,BELMONT,NC,28012
195716,E,3031 GREENMONT CIR,,,,BELMONT,NC,28012
195717,E,3033 GREENMONT CIR,,,,BELMONT,NC,28012
195718,E,3035 GREENMONT CIR,,,,BELMONT,NC,28012
195719,E,3037 GREENMONT CIR,,,,BELMONT,NC,28012
195720,E,3039 GREENMONT CIR,,,,BELMONT,NC,28012
195721,E,3041 GREENMONT CIR,,,,BELMONT,NC,28012
195722,E,3043 GREENMONT CIR,,,,BELMONT,NC,28012
195723,E,3045 GREENMONT CIR,,,,BELMONT,NC,28012
195724,E,3044 GREENMONT CIR,,,,BELMONT,NC,28012
195725,E,3042 GREENMONT CIR,,,,BELMONT,NC,28012
195726,E,3040 GREENMONT CIR,,,,BELMONT,NC,28012
195727,E,3038 GREENMONT CIR,,,,BELMONT,NC,28012
195728,E,3036 GREENMONT CIR,,,,BELMONT,NC,28012
195729,E,3034 GREENMONT CIR,,,,BELMONT,NC,28012
195730,E,3032 GREENMONT CIR,,,,BELMONT,NC,28012
195731,E,3030 GREENMONT CIR,,,,BELMONT,NC,28012
195732,E,3028 GREENMONT CIR,,,,BELMONT,NC,28012
195733,E,3026 GREENMONT CIR,,,,BELMONT,NC,28012
195734,E,3024 GREENMONT CIR,,,,BELMONT,NC,28012
195735,E,3022 GREENMONT CIR,,,,BELMONT,NC,28012
195736,E,3020 GREENMONT CIR,,,,BELMONT,NC,28012
195749,E,5 MAIN ST,,,,CRAMERTON,NC,28032
195765,E,76 RIVERSIDE DR,,,,CRAMERTON,NC,28032
195783,E,109 RIVERSIDE DR,,,,CRAMERTON,NC,28032
195784,E,110 RIVERSIDE DR,,,,CRAMERTON,NC,28032
195796,E,108 DOGWOOD ST,,,,CRAMERTON,NC,28032
195797,E,107 DOGWOOD ST,,,,CRAMERTON,NC,28032
195798,E,106 DOGWOOD ST,,,,CRAMERTON,NC,28032
195799,E,105 RIVERSIDE DR,,,,CRAMERTON,NC,28032
195811,E,94 RIVERSIDE DR,,,,CRAMERTON,NC,28032
195812,E,95 ELM ST,,,,CRAMERTON,NC,28032
195813,E,96 ELM ST,,,,CRAMERTON,NC,28032
195831,E,79 CHERRY ST,,,,CRAMERTON,NC,28032
195832,E,78 CHERRY ST,,,,CRAMERTON,NC,28032
195833,E,77 MYRTLE ST,,,,CRAMERTON,NC,28032
195834,E,76 MYRTLE ST,,,,CRAMERTON,NC,28032
195835,E,75 RIVERSIDE DR,,,,CRAMERTON,NC,28032
195853,E,56 MAPLE ST,,,,CRAMERTON,NC,28032
195855,E,55 MAPLE ST,,,,CRAMERTON,NC,28032
195858,E,54 RIVERSIDE DR,,,,CRAMERTON,NC,28032
195879,E,35 RIVERSIDE DR,,,,CRAMERTON,NC,28032
195920,E,10 RIVERSIDE DR,,,,CRAMERTON,NC,28032
195935,E,543 BALTIMORE DR,,,,CRAMERTON,NC,28032
195936,E,545 BALTIMORE DR,,,,CRAMERTON,NC,28032
195937,E,547 BALTIMORE DR,,,,CRAMERTON,NC,28032
195938,E,549 BALTIMORE DR,,,,CRAMERTON,NC,28032
195939,E,557 PATTERSON ST,,,,CRAMERTON,NC,28032
195941,E,560 PATTERSON ST,,,,CRAMERTON,NC,28032
195942,E,559 PATTERSON ST,,,,CRAMERTON,NC,28032
195943,E,558 PATTERSON ST,,,,CRAMERTON,NC,28032
195944,E,556 PATTERSON ST,,,,CRAMERTON,NC,28032
195946,E,553 BALTIMORE DR,,,,CRAMERTON,NC,28032
195947,E,555 BALTIMORE DR,,,,CRAMERTON,NC,28032
195948,E,563 BALTIMORE DR,,,,CRAMERTON,NC,28032
195949,E,565 BALTIMORE DR,,,,CRAMERTON,NC,28032
195950,E,567 BALTIMORE DR,,,,CRAMERTON,NC,28032
195951,E,569 BALTIMORE DR,,,,CRAMERTON,NC,28032
195954,E,570 BALTIMORE DR,,,,CRAMERTON,NC,28032
195955,E,568 BALTIMORE DR,,,,CRAMERTON,NC,28032
195956,E,566 BALTIMORE DR,,,,CRAMERTON,NC,28032
195957,E,564 BALTIMORE DR,,,,CRAMERTON,NC,28032
195958,E,554 BALTIMORE DR,,,,CRAMERTON,NC,28032
195961,E,550 BALTIMORE DR,,,,CRAMERTON,NC,28032
195962,E,548 BALTIMORE DR,,,,CRAMERTON,NC,28032
195963,E,546 BALTIMORE DR,,,,CRAMERTON,NC,28032
195964,E,544 BALTIMORE DR,,,,CRAMERTON,NC,28032
195965,E,530 BALTIMORE DR,,,,CRAMERTON,NC,28032
195966,E,561 BALTIMORE DR,,,,CRAMERTON,NC,28032
195967,E,575 BALTIMORE DR,,,,CRAMERTON,NC,28032
195970,E,601 CRAMER MOUNTAIN RD,,,,GASTONIA,NC,28056
195974,E,2900 DODSWORTH DR,,,,CRAMERTON,NC,28032
195977,E,112 BOYTER CT,,,,CRAMERTON,NC,28032
195980,E,110 BOYTER CT,,,,CRAMERTON,NC,28032
195981,E,108 BOYTER CT,,,,CRAMERTON,NC,28032
195982,E,106 BOYTER CT,,,,CRAMERTON,NC,28032
195983,E,104 BOYTER CT,,,,CRAMERTON,NC,28032
195984,E,102 BOYTER CT,,,,CRAMERTON,NC,28032
195985,E,301 MAYMONT DR,,,,CRAMERTON,NC,28032
195986,E,303 MAYMONT DR,,,,CRAMERTON,NC,28032
195987,E,2909 DODSWORTH DR,,,,CRAMERTON,NC,28032
195988,E,302 MAYMONT DR,,,,CRAMERTON,NC,28032
195989,E,303 U MAYMONT DR,,,,CRAMERTON,NC,28032
195990,E,305 MAYMONT DR,,,,CRAMERTON,NC,28032
195991,E,203 MAYS MILLS DR,,,,CRAMERTON,NC,28032
195993,E,205 MAYS MILLS DR,,,,CRAMERTON,NC,28032
195994,E,101 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
195997,E,105 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
195998,E,109 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196000,E,116 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196001,E,114 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196002,E,112 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196003,E,110 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196004,E,413 MAYMONT DR,,,,CRAMERTON,NC,28032
196005,E,104 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196006,E,403 MAYMONT DR,,,,CRAMERTON,NC,28032
196007,E,200 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196009,E,104 OLD DAM WAY,,,,CRAMERTON,NC,28032
196010,E,103 OLD DAM WAY,,,,CRAMERTON,NC,28032
196011,E,108 OLD DAM WAY,,,,CRAMERTON,NC,28032
196012,E,400 MAYMONT DR,,,,CRAMERTON,NC,28032
196013,E,404 MAYMONT DR,,,,CRAMERTON,NC,28032
196014,E,406 MAYMONT DR,,,,CRAMERTON,NC,28032
196015,E,408 MAYMONT DR,,,,CRAMERTON,NC,28032
196016,E,410 MAYMONT DR,,,,CRAMERTON,NC,28032
196017,E,414 MAYMONT DR,,,,CRAMERTON,NC,28032
196019,E,118 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196020,E,120 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196021,E,122 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196023,E,126 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196025,E,130 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196026,E,132 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196027,E,134 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196028,E,123 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196030,E,121 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196031,E,127 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196033,E,148 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196034,E,137 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196038,E,138 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196039,E,136 BERRY MOUNTAIN RD,,,,CRAMERTON,NC,28032
196048,E,610 HANNA WOODS DR,,,,CRAMERTON,NC,28032
196049,E,614 HANNA WOODS DR,,,,CRAMERTON,NC,28032
196050,E,615 HANNA WOODS DR,,,,CRAMERTON,NC,28032
196051,E,611 HANNA WOODS DR,,,,CRAMERTON,NC,28032
196056,E,231 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196057,E,229 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196058,E,227 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196059,E,225 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196060,E,223 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196061,E,221 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196062,E,219 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196063,E,217 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196064,E,215 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196067,E,302 LORD CT,,,,CRAMERTON,NC,28032
196068,E,304 LORD CT,,,,CRAMERTON,NC,28032
196069,E,306 LORD CT,,,,CRAMERTON,NC,28032
196070,E,308 LORD CT,,,,CRAMERTON,NC,28032
196071,E,305 LORD CT,,,,CRAMERTON,NC,28032
196074,E,208 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196075,E,210 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196076,E,212 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196077,E,214 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196078,E,218 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196079,E,222 MAYS MILLS DR,,,,CRAMERTON,NC,28032
196083,E,500 CRAMER MOUNTAIN RD,,,,CRAMERTON,NC,28032
196088,E,5441 OLD COURSE DR,,,,CRAMERTON,NC,28032
196089,E,5439 OLD COURSE DR,,,,CRAMERTON,NC,28032
196090,E,5437 OLD COURSE DR,,,,CRAMERTON,NC,28032
196091,E,5435 OLD COURSE DR,,,,CRAMERTON,NC,28032
196092,E,5433 OLD COURSE DR,,,,CRAMERTON,NC,28032
196093,E,5431 OLD COURSE DR,,,,CRAMERTON,NC,28032
196094,E,5427 ANDERSON CT,,,,CRAMERTON,NC,28032
196095,E,5429 OLD COURSE DR,,,,CRAMERTON,NC,28032
196096,E,5425 ANDERSON CT,,,,CRAMERTON,NC,28032
196097,E,5423 ANDERSON CT,,,,CRAMERTON,NC,28032
196098,E,5421 ANDERSON CT,,,,CRAMERTON,NC,28032
196100,E,5417 ANDERSON CT,,,,CRAMERTON,NC,28032
196101,E,5415 ANDERSON CT,,,,CRAMERTON,NC,28032
196102,E,5413 ANDERSON CT,,,,CRAMERTON,NC,28032
196103,E,5411 OLD COURSE DR,,,,CRAMERTON,NC,28032
196106,E,5442 WELCH CT,,,,CRAMERTON,NC,28032
196107,E,5440 WELCH CT,,,,CRAMERTON,NC,28032
196108,E,5438 WELCH CT,,,,CRAMERTON,NC,28032
196109,E,5436 WELCH CT,,,,CRAMERTON,NC,28032
196110,E,5434 OLD COURSE DR,,,,CRAMERTON,NC,28032
196111,E,5432 OLD COURSE DR,,,,CRAMERTON,NC,28032
196114,E,5430 OLD COURSE DR,,,,CRAMERTON,NC,28032
196115,E,5428 OLD COURSE DR,,,,CRAMERTON,NC,28032
196116,E,5426 OLD COURSE DR,,,,CRAMERTON,NC,28032
196119,E,5420 DAWSON CT,,,,CRAMERTON,NC,28032
196120,E,5418 DAWSON CT,,,,CRAMERTON,NC,28032
196121,E,5416 DAWSON CT,,,,CRAMERTON,NC,28032
196122,E,5414 DAWSON CT,,,,CRAMERTON,NC,28032
196123,E,5412 OLD COURSE DR,,,,CRAMERTON,NC,28032
196124,E,5410 OLD COURSE DR,,,,CRAMERTON,NC,28032
196126,E,416 MAYMONT DR,,,,CRAMERTON,NC,28032
196127,E,418 MAYMONT DR,,,,CRAMERTON,NC,28032
196128,E,100 CRAMER MOUNTAIN WOODS,,,,CRAMERTON,NC,28032
196129,E,102 CRAMER MOUNTAIN WOODS,,,,CRAMERTON,NC,28032
196130,E,104 CRAMER MOUNTAIN WOODS,,,,CRAMERTON,NC,28032
196131,E,106 CRAMER MOUNTAIN WOODS,,,,CRAMERTON,NC,28032
196132,E,108 CRAMER MOUNTAIN WOODS,,,,CRAMERTON,NC,28032
196133,E,110 CRAMER MOUNTAIN WOODS,,,,CRAMERTON,NC,28032
196134,E,112 CRAMER MOUNTAIN WOODS,,,,CRAMERTON,NC,28032
196135,E,114 CRAMER MOUNTAIN WOODS,,,,CRAMERTON,NC,28032
196136,E,109 CRAMER MOUNTAIN WOODS,,,,CRAMERTON,NC,28032
196137,E,118 CRAMER MOUNTAIN WOODS,,,,CRAMERTON,NC,28032
196138,E,200 KEYHOLE CT,,,,CRAMERTON,NC,28032
196139,E,202 KEYHOLE CT,,,,CRAMERTON,NC,28032
196140,E,204 KEYHOLE CT,,,,CRAMERTON,NC,28032
196141,E,206 KEYHOLE CT,,,,CRAMERTON,NC,28032
196142,E,208 KEYHOLE CT,,,,CRAMERTON,NC,28032
196143,E,210 KEYHOLE CT,,,,CRAMERTON,NC,28032
196144,E,212 KEYHOLE CT,,,,CRAMERTON,NC,28032
196145,E,101 CRAMER MOUNTAIN WOODS,,,,CRAMERTON,NC,28032
196146,E,420 MAYMONT DR,,,,CRAMERTON,NC,28032
196147,E,424 MAYMONT DR,,,,CRAMERTON,NC,28032
196148,E,428 MAYMONT DR,,,,CRAMERTON,NC,28032
196149,E,506 MAYMONT DR,,,,CRAMERTON,NC,28032
196152,E,514 MAYMONT DR,,,,CRAMERTON,NC,28032
196154,E,507 MAYMONT DR,,,,CRAMERTON,NC,28032
196155,E,509 MAYMONT DR,,,,CRAMERTON,NC,28032
196156,E,511 MAYMONT DR,,,,CRAMERTON,NC,28032
196157,E,513 MAYMONT DR,,,,CRAMERTON,NC,28032
196158,E,506 STUART RIDGE,,,,CRAMERTON,NC,28032
196161,E,514 STUART RIDGE,,,,CRAMERTON,NC,28032
196162,E,516 STUART RIDGE,,,,CRAMERTON,NC,28032
196163,E,518 STUART RIDGE,,,,CRAMERTON,NC,28032
196164,E,100 MAYFLOWER CT,,,,CRAMERTON,NC,28032
196165,E,101 MAYFLOWER CT,,,,CRAMERTON,NC,28032
196166,E,103 MAYFLOWER CT,,,,CRAMERTON,NC,28032
196170,E,526 STUART RIDGE,,,,CRAMERTON,NC,28032
196171,E,528 STUART RIDGE,,,,CRAMERTON,NC,28032
196172,E,530 STUART RIDGE,,,,CRAMERTON,NC,28032
196173,E,529 STUART RIDGE,,,,CRAMERTON,NC,28032
196174,E,527 STUART RIDGE,,,,CRAMERTON,NC,28032
196175,E,525 STUART RIDGE,,,,CRAMERTON,NC,28032
196176,E,523 STUART RIDGE,,,,CRAMERTON,NC,28032
196177,E,521 STUART RIDGE,,,,CRAMERTON,NC,28032
196178,E,519 STUART RIDGE,,,,CRAMERTON,NC,28032
196179,E,517 STUART RIDGE,,,,CRAMERTON,NC,28032
196180,E,515 STUART RIDGE,,,,CRAMERTON,NC,28032
196181,E,513 STUART RIDGE,,,,CRAMERTON,NC,28032
196182,E,511 STUART RIDGE,,,,CRAMERTON,NC,28032
196183,E,202 TINKHAM TRL,,,,CRAMERTON,NC,28032
196184,E,204 TINKHAM TRL,,,,CRAMERTON,NC,28032
196185,E,206 TINKHAM TRL,,,,CRAMERTON,NC,28032
196186,E,208 TINKHAM TRL,,,,CRAMERTON,NC,28032
196187,E,209 TINKHAM TRL,,,,CRAMERTON,NC,28032
196188,E,207 TINKHAM TRL,,,,CRAMERTON,NC,28032
196189,E,205 TINKHAM TRL,,,,CRAMERTON,NC,28032
196190,E,203 TINKHAM TRL,,,,CRAMERTON,NC,28032
196191,E,509 STUART RIDGE,,,,CRAMERTON,NC,28032
196192,E,505 STUART RIDGE,,,,CRAMERTON,NC,28032
196193,E,302 MAYWORTH WAY,,,,CRAMERTON,NC,28032
196194,E,304 MAYWORTH WAY,,,,CRAMERTON,NC,28032
196195,E,306 MAYWORTH WAY,,,,CRAMERTON,NC,28032
196196,E,308 MAYWORTH WAY,,,,CRAMERTON,NC,28032
196198,E,311 MAYWORTH WAY,,,,CRAMERTON,NC,28032
196199,E,309 MAYWORTH WAY,,,,CRAMERTON,NC,28032
196202,E,303 MAYWORTH WAY,,,,CRAMERTON,NC,28032
196203,E,301 MAYWORTH WAY,,,,CRAMERTON,NC,28032
196204,E,503 STUART RIDGE,,,,CRAMERTON,NC,28032
196205,E,501 STUART RIDGE,,,,CRAMERTON,NC,28032
196206,E,503 MAYMONT DR,,,,CRAMERTON,NC,28032
196207,E,402 MAJOR RUN,,,,CRAMERTON,NC,28032
196208,E,404 MAJOR RUN,,,,CRAMERTON,NC,28032
196209,E,406 MAJOR RUN,,,,CRAMERTON,NC,28032
196210,E,408 MAJOR RUN,,,,CRAMERTON,NC,28032
196211,E,410 MAJOR RUN,,,,CRAMERTON,NC,28032
196212,E,412 MAJOR RUN,,,,CRAMERTON,NC,28032
196213,E,414 MAJOR RUN,,,,CRAMERTON,NC,28032
196214,E,415 MAJOR RUN,,,,CRAMERTON,NC,28032
196215,E,413 MAJOR RUN,,,,CRAMERTON,NC,28032
196216,E,411 MAJOR RUN,,,,CRAMERTON,NC,28032
196219,E,405 MAJOR RUN,,,,CRAMERTON,NC,28032
196220,E,403 MAJOR RUN,,,,CRAMERTON,NC,28032
196221,E,501 MAYMONT DR,,,,CRAMERTON,NC,28032
196224,E,1005 DAN MAPLES DR,,,,CRAMERTON,NC,28032
196232,E,204 GALEY RIDGE,,,,CRAMERTON,NC,28032
196233,E,203 GALEY RIDGE,,,,CRAMERTON,NC,28032
196234,E,202 GALEY RIDGE,,,,CRAMERTON,NC,28032
196235,E,201 GALEY RIDGE,,,,CRAMERTON,NC,28032
196236,E,200 GALEY RIDGE,,,,CRAMERTON,NC,28032
